2021-01-14 14:21:35,932: Key.alt_l
2021-01-14 14:21:40,587: 'd'
2021-01-14 14:21:42,355: 'q'
2021-01-14 14:21:42,563: 'e'
2021-01-14 14:21:44,220: 'd'
2021-01-14 14:21:45,515: Key.cmd
2021-01-14 14:21:45,667: 'q'
2021-01-14 14:21:46,137: Key.right
2021-01-14 14:21:46,140: Key.f2
2021-01-14 14:21:46,452: Key.ctrl_l
2021-01-14 14:21:46,454: '\x03'
2021-01-14 14:21:48,003: Key.ctrl_l
2021-01-14 14:21:48,005: '\x16'
2021-01-14 14:21:48,631: Key.f2
2021-01-14 14:21:48,944: Key.ctrl_l
2021-01-14 14:21:48,946: '\x03'
2021-01-14 14:21:50,693: Key.ctrl_l
2021-01-14 14:21:50,695: '\x16'
2021-01-14 14:21:51,011: Key.down
2021-01-14 14:21:51,013: Key.down
2021-01-14 14:21:51,015: Key.down
2021-01-14 14:21:51,017: Key.down
2021-01-14 14:21:51,019: Key.down
2021-01-14 14:21:51,021: Key.down
2021-01-14 14:21:51,023: Key.down
2021-01-14 14:21:52,707: Key.alt_l
2021-01-14 14:21:52,835: 'q'
2021-01-14 14:21:54,531: 'd'
2021-01-14 14:21:57,667: 'w'
2021-01-14 14:21:57,819: 'e'
2021-01-14 14:21:59,404: 'd'
2021-01-14 14:22:01,651: 'd'
2021-01-14 14:22:02,339: 'd'
2021-01-14 14:22:06,163: Key.alt_l
2021-01-14 14:22:06,611: 'e'
2021-01-14 14:22:08,492: Key.down
2021-01-14 14:22:08,495: Key.down
2021-01-14 14:22:08,497: Key.down
2021-01-14 14:22:08,499: Key.down
2021-01-14 14:22:08,501: Key.down
2021-01-14 14:22:08,503: Key.down
2021-01-14 14:22:08,505: Key.down
2021-01-14 14:22:08,507: Key.down
2021-01-14 14:22:08,509: Key.down
2021-01-14 14:22:10,156: Key.right
2021-01-14 14:22:10,269: Key.right
2021-01-14 14:22:10,382: Key.ctrl_l
2021-01-14 14:22:10,384: '\x16'
2021-01-14 14:22:10,702: Key.down
2021-01-14 14:22:10,815: Key.left
2021-01-14 14:22:10,927: Key.left
2021-01-14 14:22:11,653: Key.backspace
2021-01-14 14:22:12,167: Key.right
2021-01-14 14:22:12,380: Key.enter
2021-01-14 14:22:12,804: Key.ctrl_l
2021-01-14 14:22:12,806: '\x03'
2021-01-14 14:22:18,555: Key.alt_l
2021-01-14 14:22:18,715: '2'
2021-01-14 14:22:45,099: Key.ctrl_l
2021-01-14 14:22:45,379: '\x16'
2021-01-14 14:22:46,091: Key.cmd
2021-01-14 14:22:46,347: 's'
2021-01-14 14:22:46,505: Key.shift
2021-01-14 14:22:46,507: 'J'
2021-01-14 14:22:46,511: 'u'
2021-01-14 14:22:46,514: 'n'
2021-01-14 14:22:46,516: 'i'
2021-01-14 14:22:46,518: 'b'
2021-01-14 14:22:46,520: 'e'
2021-01-14 14:22:46,522: 'r'
2021-01-14 14:22:46,524: 'k'
2021-01-14 14:22:46,526: 'a'
2021-01-14 14:22:46,528: 'h'
2021-01-14 14:22:46,530: '8'
2021-01-14 14:22:46,532: '7'
2021-01-14 14:23:07,627: Key.alt_l
2021-01-14 14:23:07,899: 'q'
2021-01-14 14:23:16,571: 'd'
2021-01-14 14:23:18,660: 'q'
2021-01-14 14:23:18,843: 'e'
2021-01-14 14:23:23,811: Key.cmd
2021-01-14 14:23:23,979: 'q'
2021-01-14 14:23:24,451: Key.right
2021-01-14 14:23:24,455: Key.f2
2021-01-14 14:23:24,772: Key.ctrl_l
2021-01-14 14:23:24,775: '\x03'
2021-01-14 14:23:26,331: Key.ctrl_l
2021-01-14 14:23:26,334: '\x16'
2021-01-14 14:23:26,984: Key.f2
2021-01-14 14:23:27,297: Key.ctrl_l
2021-01-14 14:23:27,300: '\x03'
2021-01-14 14:23:29,064: Key.ctrl_l
2021-01-14 14:23:29,067: '\x16'
2021-01-14 14:23:29,382: Key.down
2021-01-14 14:23:29,385: Key.down
2021-01-14 14:23:29,388: Key.down
2021-01-14 14:23:29,390: Key.down
2021-01-14 14:23:29,392: Key.down
2021-01-14 14:23:29,395: Key.down
2021-01-14 14:23:29,397: Key.down
